	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-1_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-2_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-3_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-4_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-5_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-6_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-7_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-8_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Adal-9_RunId0094_LaneId7.R1.fq.report	/ebio/abt6_projects9/metagenomic_controlled/data/processed_reads/swedish_samples/centrifuge_output/Control_1_RunId0094_LaneId7.R1.fq.report
Fissurellidae	0	2	0	0	0	0	0	0	0	0
Apodidae	1	2	0	1	0	13	0	0	0	0
Limnephilidae	0	0	0	0	0	1	0	0	0	0
Fulgoridae	0	0	0	0	0	0	0	0	0	0
Agromyzidae	0	0	0	0	0	2	0	0	0	0
Parmeliaceae	12	2	0	6	0	33	11	0	0	0
Campynemataceae	0	0	0	0	0	0	0	0	0	0
Malkaridae	0	1	0	0	0	0	0	0	0	0
Spalacidae	1	9	0	5	0	47	2	0	0	0
Malasseziaceae	1	0	1	4	0	26	8	0	0	0
Podocarpaceae	0	0	0	1	0	2	0	0	0	0
Nemertodermatidae	0	0	0	0	0	1	0	0	0	0
Atherospermataceae	0	0	0	0	0	1	0	0	0	0
Gomphidae	0	0	0	1	0	0	0	0	0	0
Toxopneustidae	0	0	0	0	0	1	0	0	0	0
Pseudeurotiaceae	26	5	3	29	0	102	24	0	0	0
Elapidae	0	2	0	0	0	9	2	0	0	0
Clavicipitaceae	17	7	1	28	0	95	22	0	0	0
Cryptosporidiidae	4	15	2	6	0	80	4	0	0	0
Cloacinidae	3	0	0	0	0	0	0	0	0	0
Araucariaceae	0	0	0	0	0	1	0	0	0	0
Bufonidae	0	0	0	0	0	4	0	0	0	0
Thomisidae	0	0	0	0	0	3	0	0	0	0
Salicaceae	61	119	6	33	0	512	27	0	0	0
Lardizabalaceae	0	0	0	0	0	0	0	0	0	0
Coniocybaceae	0	0	0	0	0	2	0	0	0	0
Hemiscylliidae	0	0	0	0	0	0	0	0	0	0
Linderniaceae	0	0	0	0	0	1	0	0	0	0
Oleaceae	16	29	5	12	0	145	11	0	0	0
Scytosiphonaceae	1	0	0	0	0	0	0	0	0	0
Viscaceae	0	0	0	0	0	1	0	0	0	0
Somniosidae	0	0	0	0	0	0	0	0	0	0
Acanthogammaridae	0	0	0	0	0	0	0	0	0	0
Eupodidae	0	0	0	0	0	0	0	0	0	0
Helotiaceae	31	9	4	45	0	143	29	0	0	0
Coccidae	0	1	0	0	0	2	0	0	0	0
Hydrocharitaceae	0	0	0	0	0	3	0	0	0	0
Plumulariidae	0	0	0	0	0	0	0	0	0	0
Iravadiidae	0	0	0	0	0	0	0	0	0	0
Phaffomycetaceae	10	39	3	14	0	144	7	0	0	0
Staphyleaceae	0	0	0	0	0	0	0	0	0	0
Erythrotrichiaceae	0	1	0	0	0	3	0	0	0	0
Craniidae	0	0	0	0	0	0	0	0	0	0
Chlorodendraceae	1	0	0	0	0	1	0	0	0	0
Amphisopodidae	0	1	0	0	0	1	0	0	0	0
Myerslopiidae	0	0	0	0	0	0	0	0	0	0
Allogromiidae	0	2	0	0	0	0	0	0	0	0
Muricidae	0	0	0	0	0	0	0	0	0	0
Perlodidae	0	0	0	0	0	1	0	0	0	0
Empididae	0	2	0	1	0	1	0	0	0	0
Balitoridae	1	0	0	0	0	1	0	0	0	0
Leptopodidae	0	0	0	0	0	0	0	0	0	0
Neotrigoniidae	0	0	0	0	0	1	0	0	0	0
Peltigeraceae	0	0	0	0	0	1	0	0	0	0
Phloiophilidae	0	0	0	0	0	0	0	0	0	0
Psittacidae	0	2	0	1	0	19	2	0	0	0
Nymphidae	0	0	0	0	0	0	0	0	0	0
Theridiidae	19	62	4	24	0	261	1	0	0	0
Gentianaceae	0	1	0	0	0	2	0	0	0	0
Burramyidae	0	0	0	0	0	0	0	0	0	0
Dolichopodidae	0	0	0	0	0	1	0	0	0	0
Cyanophoraceae	0	1	0	0	0	2	0	0	0	0
Pelecanidae	1	4	0	1	0	11	0	0	0	0
Dugesiidae	1	9	1	5	0	30	0	0	0	0
Pseudocheiridae	0	0	0	0	0	0	0	0	0	0
Hildenbrandiaceae	0	0	0	1	0	4	0	0	0	0
Ostreopsidaceae	0	0	0	0	0	3	0	0	0	0
Sapindaceae	0	3	1	1	0	5	0	0	0	0
Annonaceae	0	0	0	0	0	2	0	0	0	0
Aotidae	10	40	19	14	0	107	8	0	0	0
Dendrobatidae	0	0	0	0	0	1	0	0	0	0
Braconidae	24	76	3	29	0	414	5	0	0	0
Nectriaceae	59	43	7	170	0	290	76	0	0	1
Byrrhidae	0	0	0	0	0	0	0	0	0	0
Ochotonidae	5	9	1	6	0	55	4	0	0	0
Psophiidae	0	2	0	0	0	0	0	0	0	0
Stephanodiscaceae	0	0	0	0	0	1	0	0	0	0
Microlaimidae	0	0	0	0	0	0	0	0	0	0
Oenosandridae	0	0	0	0	0	1	0	0	0	0
Pulleniatinidae	0	0	0	0	0	0	0	0	0	0
Violaceae	0	1	0	0	0	2	1	0	0	0
Spongicolidae	0	0	0	0	0	0	0	0	0	0
Raveneliaceae	0	0	0	0	0	0	0	0	0	0
Oceaniidae	0	0	0	1	0	1	0	0	0	0
Macrophthalmidae	0	0	0	0	0	1	0	0	0	0
Arionidae	0	2	0	0	0	0	0	0	0	0
Bucculatricidae	0	0	0	0	0	0	0	0	0	0
Littorinidae	0	0	0	0	0	3	0	0	0	0
Musophagidae	0	4	0	2	0	22	0	0	0	0
Cicadidae	3	3	1	1	0	7	0	0	0	0
Hookeriaceae	0	0	0	0	0	0	0	0	0	0
Ascidiidae	0	0	0	1	0	1	0	0	0	0
Pinnidae	0	0	0	1	0	0	0	0	0	0
Rhizosoleniaceae	0	0	0	0	0	2	0	0	0	0
Porphyridiaceae	0	1	0	0	0	4	0	0	0	0
Notorotaliidae	0	0	0	0	0	1	0	0	0	0
Anoplocephalidae	0	3	0	0	0	0	0	0	0	0
Rhagionidae	0	1	0	0	0	0	0	0	0	0
Coleochaetaceae	0	0	0	1	0	5	0	0	0	0
Phryganeidae	0	0	0	0	0	0	0	0	0	0
Hericiaceae	0	0	0	1	0	1	0	0	0	0
Fomitopsidaceae	1	0	0	0	0	1	0	0	0	0
Micropeltidaceae	0	0	0	0	0	0	0	0	0	0
Euphorbiaceae	21	104	2	35	0	362	13	0	0	0
Niphargidae	0	1	0	0	0	1	0	0	0	0
Amaryllidaceae	1	1	0	0	0	5	0	0	0	0
Pleuroziaceae	0	0	0	0	0	1	0	0	0	0
Geotrupidae	0	0	0	0	0	2	0	0	0	0
Chinchillidae	5	23	2	10	0	76	5	0	0	0
Serrasalmidae	9	25	1	16	0	79	13	0	0	0
Kalotermitidae	0	0	0	0	0	2	0	0	0	0
Prochilodontidae	0	0	0	0	0	3	0	0	0	0
Cheirogaleidae	6	31	0	12	0	84	7	0	0	0
Ellobiidae	0	0	0	0	0	0	0	0	0	0
Oikopleuridae	1	0	0	0	0	6	0	0	0	0
Corallinaceae	0	2	0	0	0	0	0	0	0	0
Monarchidae	0	0	0	1	0	11	0	0	0	0
Scorpaenidae	0	0	0	0	0	2	1	0	0	0
Tetraclitidae	0	0	0	0	0	1	0	0	0	0
Tubulinosematidae	0	0	0	0	0	1	0	0	0	0
Plagiotheciaceae	0	1	0	0	0	0	0	0	0	0
Skeneidae	0	0	0	0	0	1	0	0	0	0
Acanthonotozomatidae	0	0	0	0	0	0	0	0	0	0
Coccocarpiaceae	0	0	0	2	0	2	1	0	0	0
Linyphiidae	0	0	0	1	0	1	0	0	0	0
Salpingoecidae	5	6	6	22	0	61	11	0	0	0
Sporolithaceae	0	0	0	0	0	1	0	0	0	0
Sepsidae	0	0	0	0	0	3	0	0	0	0
Balaenopteridae	5	12	1	6	0	19	1	0	0	0
Myrtaceae	6	13	2	16	0	104	12	0	0	0
Gobiidae	13	13	2	6	0	82	4	0	0	0
Melanotaeniidae	2	0	0	0	0	0	0	0	0	0
Silvanidae	1	3	0	0	0	2	0	0	0	0
Hymenophyllaceae	0	1	0	0	0	0	0	0	0	0
Melanthiaceae	0	0	0	0	0	0	0	0	0	0
Dumortieraceae	0	0	0	0	0	0	0	0	0	0
Suidasiidae	0	0	0	0	0	0	0	0	0	0
Monognathidae	0	1	0	0	0	1	0	0	0	0
Mesitornithidae	0	1	0	4	0	17	0	0	0	0
Mesoveliidae	0	1	0	0	0	2	0	0	0	0
Rhizopodaceae	0	10	1	9	0	32	1	0	0	0
Glyceridae	0	1	0	0	0	2	0	0	0	0
Chlamyphoridae	0	0	0	0	0	0	0	0	0	0
Stratiomyidae	1	1	0	0	0	1	0	0	0	0
Plutellidae	5	20	4	3	0	301	1	0	0	0
Triakidae	0	0	0	0	0	1	0	0	0	0
Trigonalidae	1	0	0	0	0	1	2	0	0	0
Ptychomitriaceae	2	0	0	0	0	0	0	0	0	0
Chloropidae	0	0	0	0	0	1	0	0	0	0
Sporocadaceae	6	5	1	22	0	44	12	0	1	0
Pontellidae	0	0	0	0	0	1	0	0	0	0
Heteroderidae	0	0	0	1	0	1	0	0	0	0
Stylodactylidae	0	0	0	0	0	0	0	0	0	0
Asterinidae	0	0	0	0	0	0	0	0	0	0
Helwingiaceae	0	0	0	0	0	2	0	0	0	0
Gastropteridae	0	0	0	0	0	0	0	0	0	0
Schizomidae	0	0	0	0	0	0	0	0	0	0
Solanaceae	341	1072	48	305	0	4172	139	0	1	8
Bangiaceae	1	3	0	1	0	9	1	0	0	0
Liposcelidae	0	0	0	0	0	0	0	0	0	0
Ichneumonidae	1	8	0	1	0	33	0	0	0	0
Rhodomelaceae	2	18	1	3	0	91	3	0	0	0
Dientamoebidae	0	1	0	0	0	0	0	0	0	0
Phasmatidae	3	0	0	0	0	3	0	0	0	0
Tetraodontidae	8	23	3	12	0	122	2	0	0	0
Salticidae	0	2	0	0	0	2	0	0	0	0
Turridae	0	0	0	1	0	3	0	0	0	0
Neobalaenidae	0	0	0	0	0	1	0	0	0	0
Opegraphaceae	0	0	0	0	0	1	3	0	0	0
Pleurobranchidae	1	0	0	0	0	0	0	0	0	0
Circaeasteraceae	0	1	0	0	0	2	0	0	0	0
Acrididae	4	11	0	8	0	19	2	0	0	0
Pantodontidae	0	0	0	0	0	2	0	0	0	0
Herpelidae	0	0	0	0	0	0	0	0	0	0
Ophryoscolecidae	0	0	0	0	0	1	0	0	0	0
Convolvulaceae	14	22	1	10	0	127	11	0	1	0
Phoenicopteridae	0	0	0	0	0	0	0	0	0	0
Toxocaridae	39	181	7	55	0	734	13	0	0	1
Metopidae	0	0	0	0	0	2	0	0	0	0
Bibionidae	1	0	0	0	0	1	0	0	0	0
Heterophryidae	0	0	0	0	0	0	0	0	0	0
Urostylidae	0	0	0	0	0	1	0	0	0	0
Sesarmidae	0	0	0	0	0	1	0	0	0	0
Sciadopityaceae	0	0	0	0	0	0	0	0	0	0
Pseudomuriellaceae	0	0	0	0	0	1	0	0	0	0
Myricaceae	0	0	0	0	0	8	0	0	0	0
Heliotropiaceae	0	0	0	0	0	1	0	0	0	0
Laridae	0	0	0	0	0	0	0	0	0	0
Asellidae	0	0	0	0	0	11	0	0	0	0
Hodotermitidae	0	0	0	0	0	2	0	0	0	0
Iguanidae	5171	18842	21535	4578	0	31489	242	2	538	2
Thaumastodermatidae	0	0	0	0	0	0	0	0	0	0
Diastylidae	0	0	0	0	0	1	0	0	0	0
Ericaceae	4	3	0	0	0	9	0	0	0	0
Johnstonianidae	0	0	0	0	0	1	0	0	0	0
Sciaridae	0	0	0	1	0	5	0	0	0	0
Kudoidae	0	0	0	0	0	0	0	0	0	0
Rousseaceae	0	0	0	0	0	1	0	0	0	0
Speleonectidae	0	0	0	0	0	0	0	0	0	0
Pompilidae	0	1	0	0	0	1	0	0	0	0
Heterocapsaceae	0	0	0	0	0	2	0	0	0	0
Simaroubaceae	1	2	0	0	0	3	0	0	0	0
Cannabaceae	0	3	0	0	0	6	0	0	0	0
Entamoebidae	8	41	3	12	0	167	0	0	0	2
Selenidiidae	0	0	0	0	0	0	0	0	0	0
Panorpidae	0	0	0	0	0	0	0	0	0	0
Irciniidae	0	0	0	0	0	1	0	0	0	0
Petromyzontidae	0	0	0	6	0	17	0	0	0	0
Anoplopomatidae	0	0	0	0	0	6	0	0	0	0
Monticelliidae	0	0	0	0	0	1	0	0	0	0
Petiveriaceae	0	0	0	0	0	0	0	0	0	0
Nosematidae	4	6	1	2	0	33	0	0	0	0
Pulicidae	0	0	0	0	0	2	0	0	0	0
Edwardsiidae	2	9	0	8	0	48	0	0	0	0
Schizopteridae	0	0	0	0	0	0	0	0	0	0
Rhynochetidae	0	0	0	0	0	1	0	0	0	0
Cycadaceae	0	1	0	0	0	2	0	0	0	0
Colpodidae	0	0	0	0	0	1	0	0	0	0
Oplegnathidae	0	1	0	0	0	4	0	0	0	0
Euphausiidae	0	0	0	0	0	2	0	0	0	0
Buprestidae	11	17	0	13	0	164	1	0	0	1
Munididae	0	1	0	0	0	0	0	0	0	0
Estrildidae	0	33	5	14	0	111	4	0	1	0
Melampsoraceae	6	15	1	4	0	40	1	0	0	0
Icteridae	0	0	0	0	0	0	0	0	0	0
Japygidae	0	0	0	1	0	2	0	0	0	0
Scarabaeidae	14	44	4	19	0	330	4	0	0	1
Lecanographaceae	0	0	0	0	0	0	2	0	0	0
Pandalidae	1	0	0	0	0	0	0	0	0	0
Molossidae	1	0	0	0	0	3	0	0	0	0
Hydractiniidae	5	3	0	1	0	21	0	0	0	0
Libellulidae	0	1	0	0	0	3	0	0	0	0
Nyssaceae	1	0	0	0	0	1	0	0	0	0
Dicranaceae	0	0	1	1	0	0	3	0	0	0
Orchidaceae	28	38	4	16	0	151	5	0	0	0
Antedonidae	0	0	0	0	0	1	0	0	0	0
Asilidae	0	1	0	0	0	0	0	0	0	0
Haliplidae	0	0	0	0	0	0	0	0	0	0
Hesperiidae	2	3	0	3	0	9	0	0	0	0
Viperidae	10	33	1	2	0	63	2	0	0	0
Dixidae	0	0	0	0	0	0	0	0	0	0
Chrysozymaceae	0	0	0	0	0	1	0	0	0	0
Ordosporidae	0	0	0	2	0	2	0	0	0	0
Pleidae	0	2	0	0	0	0	0	0	0	0
Polygalaceae	0	0	0	0	0	0	1	0	0	0
Papilionidae	43	87	4	35	0	729	8	0	0	1
Microtrombidiidae	0	0	0	0	0	0	0	0	0	0
Burseraceae	0	0	0	0	0	4	0	0	0	0
Gaviidae	0	1	0	1	0	6	0	0	0	0
Mycocaliciaceae	0	0	0	3	0	10	1	0	0	0
Phaeosaccionaceae	0	0	0	0	0	1	0	0	0	0
Desmosomatidae	0	1	0	0	0	0	0	0	0	0
Champiaceae	0	0	0	0	0	0	0	0	0	0
Archaeosporaceae	0	0	0	0	0	0	0	0	0	0
Exormothecaceae	0	0	0	0	0	0	0	0	0	0
Zodariidae	0	0	0	0	0	0	0	0	0	0
Macrostomidae	0	0	0	0	0	1	0	0	0	0
Acipenseridae	0	0	0	0	0	0	0	0	0	0
Klebsormidiaceae	1	0	0	0	0	4	0	1	0	0
Sporidiobolaceae	7	3	4	41	0	134	30	0	0	0
Actiniidae	0	0	0	0	0	0	0	0	0	0
Polygyridae	0	0	0	0	0	0	0	0	0	0
Stenopelmatidae	0	0	0	0	0	0	0	0	0	0
Figitidae	0	0	1	0	0	8	0	0	0	1
Sironidae	0	0	0	0	0	0	0	0	0	0
Gryllotalpidae	0	1	0	0	0	1	0	0	0	0
Pomacanthidae	0	0	0	0	0	1	0	0	0	0
Actinidiaceae	0	2	0	1	0	4	0	0	0	0
Kateretidae	0	0	0	0	0	1	0	0	0	0
Zamiaceae	0	0	0	0	0	1	0	0	0	0
Muscicapidae	3	8	1	5	0	34	0	0	0	0
Nemonychidae	0	0	0	0	0	0	0	0	0	0
Triacanthodidae	0	0	0	2	0	0	0	0	0	0
Amoebidiaceae	0	1	0	0	0	0	0	0	0	0
Cyprididae	0	0	0	0	0	0	0	0	0	0
Akaniaceae	0	0	0	0	0	0	0	0	0	0
Halictophagidae	0	0	0	0	0	1	0	0	0	0
Elaeagnaceae	0	0	0	0	0	1	0	0	0	0
Lorisidae	0	0	0	0	0	0	0	0	0	0
Oocystaceae	1	1	0	0	0	0	0	0	0	0
Narcinidae	0	0	0	0	0	1	0	0	0	0
Digamasellidae	0	0	0	0	0	0	1	0	0	0
Ziphiidae	0	1	0	0	0	1	0	0	0	0
Cambaridae	2	1	0	0	0	4	0	0	0	0
Megophryidae	1	0	1	0	0	1	0	0	0	0
Eleutherodactylidae	0	0	0	0	0	2	0	0	0	0
Cephalothricidae	0	0	0	0	0	1	0	0	0	0
Raphidiidae	0	0	0	0	0	0	0	0	0	0
Philopteridae	0	0	0	0	0	1	0	0	0	0
Leucocytozoidae	0	0	0	1	0	0	0	0	0	0
Archipsocidae	0	0	0	0	0	0	0	0	0	0
Vibrisseaceae	0	0	0	0	0	0	0	0	0	0
Coccomyxaceae	1	1	0	5	0	35	0	0	0	0
Carpiliidae	3	0	0	0	0	2	0	0	0	0
Gigasporaceae	0	0	0	0	0	1	0	0	0	0
Psyllidae	5	25	3	5	0	99	3	0	0	0
Euplokamidae	0	1	0	0	0	0	0	0	0	0
Cytaeididae	0	0	0	0	0	2	0	0	0	0
Saturniidae	0	1	0	1	0	24	0	0	0	0
Stypocaulaceae	0	0	0	0	0	1	0	0	0	0
Rhodymeniaceae	0	0	0	0	0	4	0	0	0	0
Cercopithecidae	177	593	34	183	0	2362	68	1	6	6
Botryosphaeriaceae	29	3	0	105	0	121	33	0	1	1
Batrachospermaceae	0	0	1	1	0	1	0	0	0	0
Callianassidae	0	0	0	0	0	2	0	0	0	0
Columelliaceae	0	0	0	0	0	0	0	0	0	0
Cicadellidae	19	85	0	2	0	73	0	0	0	0
Hypoxidaceae	0	2	0	0	0	0	0	0	0	0
Solieriaceae	0	0	0	0	0	8	1	0	0	0
Scyliorhinidae	0	0	0	2	0	2	0	0	0	0
Caprifoliaceae	0	0	0	0	0	0	0	0	0	0
Pseudodiaptomidae	0	0	0	0	0	1	0	0	0	0
Peloridiidae	0	3	0	0	0	1	0	0	0	0
Anisogammaridae	0	0	0	0	0	0	0	0	0	0
Coniophoraceae	4	1	1	12	0	17	2	0	0	0
Taphrinaceae	0	1	0	0	0	3	1	0	0	0
Vanhorniidae	0	0	0	0	0	0	0	0	0	0
Hybosoridae	0	0	0	0	0	0	0	0	0	0
Ancylostomatidae	1	9	0	4	0	18	1	0	0	0
Spheniscidae	1	5	0	3	0	22	0	0	0	0
Selenastraceae	3	3	2	11	0	62	5	0	0	0
Eustheniidae	0	0	0	0	0	1	0	0	0	0
Fasciolidae	0	0	0	0	0	1	0	0	0	0
Rhodothamniellaceae	0	0	0	0	0	0	0	0	0	0
Begoniaceae	0	0	0	0	0	2	0	0	0	0
Nannizziopsiaceae	0	0	0	0	0	0	0	0	0	0
Cleridae	0	0	0	0	0	0	0	0	0	0
Endromidae	0	0	0	0	0	0	0	0	0	0
Vaucheriaceae	0	0	0	1	0	0	0	0	0	0
Pitheciidae	2	4	0	0	0	12	0	0	0	0
Cymothoidae	0	0	0	0	0	1	0	0	0	0
Achiridae	0	0	0	0	0	0	0	0	0	0
Chaetosphaeriaceae	0	0	0	0	0	0	0	0	0	0
Ulvaceae	0	1	0	0	0	3	0	0	0	0
Amblystegiaceae	0	0	0	1	0	1	0	0	0	0
Cephaloziaceae	0	0	0	0	0	2	0	0	0	0
Salpingidae	0	0	0	0	0	0	0	0	0	0
Megachilidae	7	22	3	8	0	85	4	0	0	1
Struthionidae	2	18	1	2	0	61	1	0	0	0
Lyonetiidae	0	0	1	0	0	0	0	0	0	0
Hipposideridae	2	16	1	8	0	48	3	0	0	0
Metschnikowiaceae	3	8	4	6	0	71	9	0	0	0
Bothrideridae	0	0	0	0	0	3	0	0	0	0
Rhodochaetaceae	0	1	0	1	0	5	0	0	0	0
Trichechidae	8	36	1	9	0	72	2	0	0	1
Manidae	2	17	1	8	0	61	0	0	0	0
Hormogastridae	0	0	0	0	0	0	0	0	0	0
Haplosporidiidae	0	0	0	0	0	1	0	0	0	0
Gammaridae	0	0	0	0	0	0	1	0	0	0
Phacotaceae	0	1	0	0	0	0	0	0	0	0
Rhodellaceae	0	0	0	1	0	1	0	0	0	0
Gnathiidae	0	0	0	0	0	0	0	0	0	0
Hypodematiaceae	0	0	0	0	0	0	0	0	0	0
Hypnaceae	0	0	0	0	0	0	0	0	0	0
Sigalionidae	0	0	0	1	0	0	0	0	0	0
Glomeraceae	1	3	0	0	0	12	0	0	0	0
Echimyidae	0	0	0	0	0	0	0	0	0	0
Sarcolaenaceae	0	0	0	0	0	1	0	0	0	0
Filobasidiaceae	0	0	0	0	0	2	0	0	0	0
Acanthochitonidae	0	0	0	0	0	0	0	0	0	0
Pterolonchidae	0	0	0	0	0	0	0	0	0	0
Gelechiidae	0	0	0	4	0	43	0	0	0	0
Lepisosteidae	6	21	0	13	0	93	2	0	0	0
Aspidiscidae	0	0	0	0	0	0	0	0	0	0
Cactaceae	1	0	0	0	0	2	0	0	0	0
Encyrtidae	9	30	2	8	0	73	3	0	0	0
Aquifoliaceae	0	1	0	1	0	3	0	0	0	0
Ctenodactylidae	0	0	0	0	0	1	0	0	0	0
Meropeidae	0	0	0	0	0	0	0	0	0	0
Pharidae	0	0	0	0	0	2	0	0	0	0
Leptosomidae	3	2	1	0	0	14	0	0	0	0
Hypogastruridae	0	1	0	0	0	0	0	0	0	0
Gyrodactylidae	0	0	0	0	0	2	0	0	0	0
Tegoribatidae	0	0	0	0	0	1	0	0	0	0
Isoetaceae	0	0	0	0	0	2	0	0	0	0
Bignoniaceae	0	1	4	0	0	0	0	0	0	0
Macroscelididae	0	7	3	3	0	37	4	0	0	0
Megasporaceae	0	0	0	0	0	0	0	0	0	0
Megapodiidae	0	0	0	0	0	0	0	0	0	0
Chrysochromulinaceae	0	0	0	0	0	0	0	0	0	0
Dasyaceae	1	3	0	0	0	5	1	0	0	0
Meruliaceae	0	1	0	0	0	0	0	0	0	0
Leiothrichidae	0	0	0	0	0	1	0	0	0	0
Plantaginaceae	0	2	0	0	0	10	3	0	0	0
Xanthidae	0	0	0	2	0	0	0	0	0	0
Cucumariidae	0	0	0	0	0	0	0	0	0	0
Velocipedidae	0	0	0	0	0	0	0	0	0	0
Lottiidae	9	37	2	7	0	112	4	0	0	0
Campephagidae	0	0	0	0	0	0	0	0	0	0
Limacodidae	0	0	0	0	0	0	0	0	0	0
Anomodontaceae	0	0	0	0	0	0	0	0	0	0
Coenagrionidae	0	0	0	0	0	1	0	0	0	0
Gonyleptidae	0	0	0	0	0	0	0	0	0	0
Gripopterygidae	0	2	0	0	0	0	0	0	0	0
Atelidae	1	1	0	1	0	2	0	0	0	0
Pyxicephalidae	0	0	0	0	0	0	0	0	0	0
Araliaceae	3	2	0	1	0	11	0	0	0	0
Fundulidae	6	24	3	11	0	83	8	0	0	0
Trhypochthoniidae	0	0	0	0	0	0	0	0	0	0
Cyprinodontidae	6	20	2	3	0	103	0	0	0	0
Nolidae	0	0	0	0	0	0	0	0	0	0
Macrouridae	0	2	0	1	0	1	0	0	0	0
Sittidae	0	1	0	0	0	0	0	0	0	0
Biatriosporaceae	0	0	0	1	0	0	0	0	0	0
Lasiocampidae	0	0	0	2	0	26	0	0	0	0
Psalteriomonadidae	0	0	0	0	0	1	0	0	0	0
Pareatidae	0	0	0	0	0	0	0	0	0	0
Phrymaceae	20	133	5	4	0	222	4	0	0	0
Albuginaceae	9	1	1	20	0	38	311	0	0	73
Ganodermataceae	0	0	0	0	0	3	1	0	0	0
Thyrididae	0	0	0	0	0	0	0	0	0	0
Cheloniidae	3	7	0	5	0	37	1	0	0	0
Verrucariaceae	5	3	3	9	0	44	5	0	0	0
Chaoboridae	0	0	0	0	0	0	0	0	0	0
Diadematidae	1	0	0	0	0	0	0	0	0	0
Vitaceae	170	575	16	137	0	2054	82	0	3	5
Cypridinidae	0	1	0	0	0	0	0	0	0	0
Ommastrephidae	0	0	0	0	0	0	0	0	0	0
Carphodactylidae	0	0	0	0	0	1	0	0	0	0
Mamiellaceae	9	4	1	27	0	134	16	0	0	0
Torymidae	0	0	0	0	0	6	0	0	0	0
Derocheilocarididae	0	0	0	0	0	0	0	0	0	0
Hymenosomatidae	0	0	0	0	0	0	0	0	0	0
Caviidae	3	18	3	10	0	91	3	0	0	0
Grylloblattidae	0	0	0	0	0	1	0	0	0	0
Rhincodontidae	9	24	2	10	0	92	2	0	0	0
Lipomycetaceae	0	0	0	0	0	1	0	0	0	0
Curculionidae	11	38	2	90	0	814	0	0	0	0
Bittacidae	0	0	0	0	0	0	0	0	0	0
Gnomoniaceae	0	0	0	0	0	1	0	0	0	0
Lucanidae	0	1	0	0	0	1	0	0	0	0
Hymenopodidae	0	1	0	0	0	0	0	0	0	0
Lumbrineridae	0	0	0	0	0	1	0	0	0	0
Amanitaceae	0	0	0	0	0	1	2	0	0	0
Raninidae	0	0	0	0	0	2	0	0	0	0
Liliaceae	0	0	0	0	0	2	0	0	0	0
Orsodacnidae	0	0	0	0	0	3	0	0	0	0
Acrobolbaceae	0	0	0	0	0	0	0	0	0	0
Polycentropodidae	0	1	0	0	0	0	0	0	0	0
Tineidae	0	1	0	0	0	2	0	0	0	0
Pandanaceae	0	0	0	0	0	0	0	0	0	0
Psathyrellaceae	1	1	0	1	0	26	3	0	1	0
Olindiasidae	0	1	0	0	0	0	0	0	0	0
Pipidae	28	93	9	31	0	322	2	0	0	0
Pteroclidae	1	4	0	2	0	10	1	0	0	0
Musaceae	9	19	3	9	0	79	8	0	0	0
Pileolariaceae	0	0	0	0	0	0	0	0	0	0
Characiochloridaceae	0	0	0	0	0	1	0	0	0	0
Boraginaceae	0	1	0	0	0	2	0	0	0	0
Ergasilidae	0	0	0	0	0	0	0	0	0	0
Ctenidae	0	1	0	0	0	1	0	0	0	0
Acerentomidae	0	0	0	0	0	0	0	0	0	0
Pratylenchidae	0	0	0	0	0	0	0	0	0	0
Cancridae	0	0	0	0	0	0	0	0	0	0
Trichocomaceae	24	28	3	62	0	195	21	0	0	0
Aplysiidae	5	28	13	11	0	106	5	0	0	0
Sagittiferidae	0	2	0	0	0	2	0	0	0	0
Coptopsyllidae	0	0	0	0	0	0	0	0	0	0
Eunotiaceae	1	0	0	1	0	3	0	0	0	0
Pseudocerotidae	0	0	0	0	0	0	0	0	0	0
Thelocarpaceae	0	0	0	0	0	1	0	0	0	0
Hylobatidae	10	26	0	6	0	71	1	0	0	0
Saldidae	0	0	0	0	0	0	0	0	0	0
Bryopsidaceae	0	0	0	0	0	2	0	0	0	0
Monocercomonadidae	0	0	0	0	0	1	0	0	0	0
Ginglymostomatidae	0	0	0	0	0	0	0	0	0	0
Thymelaeaceae	0	1	0	0	0	4	0	0	0	0
